customer_id,name,segment,region,signup_date,street_address,latitude,longitude
CUST-00020,Anchor Provisions LLC,smb,West,2024-10-31,"3780 Industrial Blvd, San Francisco, CA 70345",37.6251,-122.356
CUST-00021,Coastal Hardware LLC,reseller,South,2023-12-20,"9146 Commerce Rd, Dallas, TX 54550",32.6791,-96.9117
CUST-00022,Silverline Outfitters LLC,enterprise,Midwest,2025-11-25,"1374 Riverside Rd, Chicago, IL 66184",41.747,-87.497
CUST-00023,Blue Ridge Logistics Partners,smb,Northeast,2024-09-04,"9252 Industrial Pkwy, New York, NY 26435",40.8646,-74.1177
CUST-00024,Redwood Supply Group,mid-market,Midwest,2024-02-18,"3955 Cascade Pkwy, Chicago, IL 89573",41.741,-87.7996
CUST-00025,Granite Works Partners,enterprise,Midwest,2023-08-13,"9463 Riverside Way, Kansas City, MO 62539",39.0531,-94.5494
CUST-00026,Meridian Provisions,mid-market,West,2025-03-04,"3621 Ironwood St, Denver, CO 44843",39.8427,-105.1035
CUST-00027,Redwood Supply Inc.,smb,West,2023-03-28,"1858 Summit St, Denver, CO 89397",39.7614,-104.9071
CUST-00028,Highland Industrial Group,reseller,Midwest,2023-01-17,"4483 Industrial Blvd, Columbus, OH 65521",40.0523,-83.1298
CUST-00029,Ironwood Trading Group,smb,Midwest,2025-08-02,"3864 Foundry Ave, Kansas City, MO 22923",39.0884,-94.6635
CUST-00030,Harborview Outfitters LLC,enterprise,South,2025-05-09,"5683 Summit Rd, Atlanta, GA 24320",33.8582,-84.4351
CUST-00031,Copper Creek Hardware LLC,reseller,Midwest,2022-11-15,"4636 Cascade Pkwy, Chicago, IL 93390",41.9467,-87.5897
CUST-00032,Harborview Provisions Partners,smb,Northeast,2024-06-23,"7720 Meridian Ave, New York, NY 32125",40.6639,-73.8285
CUST-00033,COPPER CREEK CONTRACTORS,smb,Midwest,2026-06-01,"6189 Riverside Pkwy, Chicago, IL 14002",41.7188,-87.5944
CUST-00034,Granite Trading Group,smb,South,2026-05-28,"318 Summit Pkwy, Miami, FL 42071",25.9195,-80.2426
CUST-00035,Copper Creek Industrial LLC,mid-market,Northeast,2025-05-28,"2426 Cedar Way, Boston, MA 76504",42.1859,-71.1328
CUST-00036,Anchor Works Co.,reseller,Midwest,2024-05-25,"4958 Meridian Rd, Columbus, OH 19597",39.7917,-83.161
CUST-00037,Anchor Works Co.,smb,West,2023-11-02,"3861 Foundry Blvd, San Francisco, CA 66062",37.7132,-122.249
CUST-00038,Cascade Provisions Co.,smb,West,2024-07-25,"4951 Lakeshore St, Portland, OR 52165",45.3857,-122.536
CUST-00039,Ironwood Supply,mid-market,Midwest,2023-09-16,"3476 Summit St, Minneapolis, MN 21306",45.0768,-93.1672
CUST-00040,Cascade Provisions Co.,reseller,West,2024-08-05,"9758 Commerce Rd, Seattle, WA 71496",47.5229,-122.3837
CUST-00041,Timberline Distributors,smb,South,2025-03-28,"802 Lakeshore Way, Charlotte, NC 63272",35.1314,-80.8412
CUST-00042,Timberline Industrial Inc.,reseller,Midwest,2022-09-04,"5512 Meridian St, Columbus, OH 56458",40.0299,-82.8899
CUST-00043,Blue Ridge Logistics LLC,smb,South,2025-07-20,"5928 Cedar Ave, Charlotte, NC 81837",35.3233,-80.9389
CUST-00044,Timberline Distributors LLC,enterprise,Northeast,2026-02-01,"1280 Summit Ave, Philadelphia, PA 71300",40.0922,-75.2049
CUST-00045,Ironwood Trading Partners,reseller,West,2024-03-05,"513 Harbor Way, Seattle, WA 18290",47.6632,-122.274
CUST-00046,Harborview Supply Inc.,smb,Northeast,2023-04-26,"5975 Industrial Rd, Philadelphia, PA 20937",39.9926,-75.2328
CUST-00047,Cascade Hardware LLC,reseller,Midwest,2025-07-30,"5375 Meridian Way, Chicago, IL 78201",41.7757,-87.6717
CUST-00048,Cascade Trading,mid-market,Midwest,2022-11-17,"1401 Riverside Ave, Minneapolis, MN 85196",45.1291,-93.1766
CUST-00049,Ironwood Industrial Co.,smb,Midwest,2023-10-13,"5330 Meridian Ave, Chicago, IL 39326",41.9379,-87.5986
CUST-00050,Silverline Hardware,mid-market,West,2024-06-08,"4250 Industrial Way, Portland, OR 12274",45.5287,-122.7722
CUST-00051,Anchor Trading Inc.,mid-market,West,2026-02-24,"1912 Industrial St, San Francisco, CA 45103",37.7175,-122.5196
CUST-00052,Cascade Logistics,reseller,West,2022-10-20,"6872 Lakeshore Pkwy, Portland, OR 18172",45.4936,-122.7385
CUST-00053,Harborview Contractors Inc.,mid-market,Midwest,2023-09-20,"6240 Warehouse Ave, Chicago, IL 75441",41.8223,-87.6035
CUST-00054,Ironwood Outfitters Partners,smb,West,2024-06-20,"5688 Industrial Way, Seattle, WA 54307",47.6304,-122.4952
CUST-00055,Ironwood Distributors Inc.,mid-market,Midwest,2025-12-17,"7742 Harbor Blvd, Kansas City, MO 32668",39.1838,-94.4122
CUST-00056,Northwind Industrial Inc.,enterprise,Midwest,2024-03-23,"7699 Riverside Way, Minneapolis, MN 28088",45.0324,-93.2938
CUST-00057,Northwind Hardware,smb,West,2023-12-26,"9977 Commerce Way, San Francisco, CA 89643",37.8747,-122.57
CUST-00058,Harborview Hardware Partners,smb,South,2023-04-11,"7334 Warehouse Pkwy, Atlanta, GA 17083",33.6567,-84.3867
CUST-00059,Harborview Industrial Inc.,smb,West,2024-01-19,"4706 Meridian Pkwy, Phoenix, AZ 96195",33.6056,-111.9277
CUST-00060,Coastal Hardware Group,smb,South,2025-04-15,"1590 Industrial Rd, Charlotte, NC 12462",35.1811,-80.8356
CUST-00061,Northwind Provisions Group,reseller,Midwest,2024-12-22,"3419 Lakeshore Ave, Chicago, IL 97896",41.8286,-87.6276
CUST-00062,Granite Outfitters,mid-market,West,2023-01-06,"2723 Meridian Rd, Seattle, WA 69615",47.4605,-122.1906
CUST-00063,Anchor Trading Inc.,enterprise,West,2023-12-16,"9416 Lakeshore Blvd, Los Angeles, CA 78716",34.2186,-118.3885
CUST-00064,Cascade Supply Co.,reseller,West,2022-09-10,"5954 Harbor Blvd, Denver, CO 93606",39.6728,-104.844
CUST-00065,Anchor Logistics LLC,mid-market,West,2026-04-29,"9114 Warehouse Rd, Seattle, WA 66950",47.5458,-122.4737
CUST-00066,Granite Hardware LLC,smb,Northeast,2023-07-11,"8441 Foundry Pkwy, Philadelphia, PA 82737",40.0817,-75.26
CUST-00067,Anchor Outfitters,smb,South,2023-09-20,"9222 Meridian Blvd, Dallas, TX 71305",32.6915,-96.838
CUST-00068,Granite Hardware Co.,reseller,Midwest,2022-09-28,"3518 Warehouse Ave, Columbus, OH 75228",39.9997,-83.0238
CUST-00069,Summit Trading LLC,smb,South,2025-11-17,"3510 Warehouse Blvd, Atlanta, GA 85702",33.9012,-84.4211
CUST-00070,Highland Logistics Inc.,reseller,South,2024-04-08,"432 Cascade Ave, Atlanta, GA 61841",33.8012,-84.2712
CUST-00071,Highland Distributors Inc.,smb,Northeast,2022-11-14,"9072 Ironwood St, New York, NY 39085",40.7515,-73.985
CUST-00072,Granite Hardware Co.,smb,Midwest,2025-01-12,"221 Meridian Ave, Columbus, OH 51064",39.8324,-83.0679
CUST-00073,Copper Creek Provisions Co.,mid-market,Northeast,2022-12-16,"3205 Industrial St, Boston, MA 96493",42.3961,-70.9773
CUST-00074,Northwind Contractors LLC,reseller,Northeast,2023-11-30,"7220 Riverside Blvd, New York, NY 23217",40.754,-74.1694
CUST-00075,Coastal Distributors LLC,enterprise,West,2023-07-05,"9027 Industrial Pkwy, Portland, OR 47959",45.5468,-122.6207
CUST-00076,Timberline Contractors Group,smb,Midwest,2025-09-18,"1565 Ironwood St, Kansas City, MO 79191",39.022,-94.529
CUST-00077,Silverline Logistics Partners,smb,West,2024-09-03,"9891 Ironwood Ave, Portland, OR 79635",45.6855,-122.8198
CUST-00078,Anchor Provisions Inc.,reseller,South,2024-05-10,"7075 Lakeshore Rd, Dallas, TX 42239",32.732,-96.8283
CUST-00079,Summit Hardware,mid-market,Midwest,2025-01-20,"4736 Foundry Ave, Chicago, IL 88140",41.8571,-87.5863
CUST-00080,Cascade Works Co.,reseller,South,2024-11-05,"1321 Industrial Blvd, Charlotte, NC 66557",35.17,-80.9154
CUST-00081,Anchor Distributors Co.,mid-market,South,2024-03-26,"7745 Warehouse Pkwy, Houston, TX 17464",29.8693,-95.5251
CUST-00082,Summit Contractors LLC,mid-market,West,2025-08-17,"7882 Lakeshore Way, Los Angeles, CA 24003",34.1853,-118.1315
CUST-00083,Coastal Outfitters Co.,reseller,Midwest,2025-01-09,"7632 Cascade Rd, Columbus, OH 48005",40.0577,-82.9768
CUST-00084,Coastal Industrial Co.,smb,South,2026-05-02,"7547 Warehouse Blvd, Miami, FL 20235",25.8451,-80.0751
CUST-00085,Anchor Hardware Co.,reseller,West,2023-12-27,"1387 Commerce Way, San Francisco, CA 16702",37.8933,-122.3422
CUST-00086,Anchor Trading,reseller,West,2026-02-09,"4951 Cascade Blvd, Portland, OR 12196",45.3917,-122.7973
CUST-00087,Blue Ridge Hardware Co.,reseller,South,2023-06-07,"630 Summit Blvd, Charlotte, NC 20703",35.3973,-80.9273
CUST-00088,Anchor Industrial Inc.,reseller,West,2022-09-05,"3958 Lakeshore St, Phoenix, AZ 23756",33.5751,-112.1623
CUST-00089,Summit Distributors LLC,smb,South,2024-10-18,"2264 Meridian Blvd, Dallas, TX 43611",32.714,-96.7908
CUST-00090,Anchor Contractors Inc.,smb,West,2026-03-31,"8183 Industrial Rd, Portland, OR 36443",45.5395,-122.7617
CUST-00091,Blue Ridge Works Inc.,enterprise,South,2024-12-12,"1663 Cascade Blvd, Atlanta, GA 58983",33.6262,-84.3585
CUST-00092,Coastal Hardware Co.,reseller,West,2026-06-01,"6203 Ironwood St, Phoenix, AZ 38892",33.3098,-112.1404
CUST-00093,Northwind Contractors LLC,enterprise,West,2023-12-18,"1474 Cedar St, Los Angeles, CA 49029",34.1982,-118.3482
CUST-00094,Anchor Provisions Group,enterprise,South,2023-09-19,"4924 Warehouse Rd, Miami, FL 84937",25.6385,-80.0238
CUST-00095,Coastal Provisions LLC,smb,Northeast,2023-08-05,"2027 Summit Way, New York, NY 38245",40.6884,-73.9574
CUST-00096,Copper Creek Contractors Inc.,smb,Midwest,2026-02-11,"496 Cedar Ave, Chicago, IL 85142",41.7051,-87.6732
CUST-00097,Timberline Logistics Partners,enterprise,West,2024-06-01,"9749 Summit Pkwy, San Francisco, CA 76587",37.9054,-122.5698
CUST-00098,Ironwood Contractors Co.,enterprise,Midwest,2024-10-25,"6208 Meridian St, Columbus, OH 42512",40.1379,-82.9927
CUST-00099,Ironwood Works,smb,West,2023-02-27,"4540 Cascade Rd, Los Angeles, CA 12588",33.8747,-118.1484
CUST-00100,Coastal Hardware Inc.,reseller,Midwest,2026-04-16,"6433 Lakeshore Pkwy, Columbus, OH 58643",39.831,-82.862
CUST-00101,Coastal Trading Co.,smb,South,2024-10-20,"6723 Ironwood Rd, Charlotte, NC 61639",35.0861,-80.8114
CUST-00102,Cascade Provisions Partners,enterprise,Northeast,2024-03-08,"7252 Riverside Way, Boston, MA 36251",42.2153,-70.9136
CUST-00103,Highland Outfitters LLC,enterprise,West,2024-02-07,"7111 Cedar St, Portland, OR 58704",45.539,-122.6204
CUST-00104,Cascade Contractors Co.,reseller,Midwest,2023-11-02,"5136 Commerce Pkwy, Minneapolis, MN 94896",44.8001,-93.2187
CUST-00105,Summit Supply,enterprise,South,2023-04-06,"7821 Harbor Blvd, Dallas, TX 13377",32.7473,-96.7982
CUST-00106,Silverline Supply LLC,enterprise,Northeast,2023-09-28,"478 Meridian Way, Philadelphia, PA 70809",40.0495,-75.247
CUST-00107,Meridian Hardware LLC,enterprise,Midwest,2022-09-05,"9194 Cascade Way, Kansas City, MO 73005",39.0317,-94.6974
CUST-00108,Coastal Supply Inc.,smb,West,2024-02-13,"1965 Cedar Way, Los Angeles, CA 87304",34.1945,-118.3924
CUST-00109,Summit Contractors Group,reseller,Midwest,2025-01-23,"9141 Cascade Pkwy, Chicago, IL 93825",42.0321,-87.7572
CUST-00110,Coastal Supply Inc.,smb,West,2025-06-22,"9098 Meridian St, Denver, CO 55643",39.7768,-105.0152
CUST-00111,Anchor Supply LLC,smb,West,2026-02-02,"5305 Lakeshore Rd, Los Angeles, CA 51220",33.9716,-118.0659
CUST-00112,Copper Creek Supply Co.,reseller,Midwest,2024-07-30,"3847 Lakeshore Rd, Chicago, IL 45196",41.8887,-87.623
CUST-00113,Silverline Hardware,smb,South,2023-09-27,"6039 Cascade Way, Miami, FL 62117",25.6809,-80.1101
CUST-00114,Redwood Contractors,smb,Midwest,2025-01-24,"3012 Industrial Rd, Columbus, OH 90572",39.8688,-83.1128
CUST-00115,Timberline Provisions Co.,smb,South,2026-05-25,"7773 Lakeshore Rd, Houston, TX 35039",29.7003,-95.4431
CUST-00116,Copper Creek Hardware Co.,mid-market,Northeast,2026-05-28,"766 Harbor Blvd, Boston, MA 88982",42.2684,-71.2272
CUST-00117,Harborview Outfitters LLC,mid-market,West,2025-09-01,"538 Lakeshore Rd, Portland, OR 11929",45.6771,-122.7767
CUST-00118,Highland Industrial Partners,enterprise,Midwest,2025-04-18,"5809 Ironwood Ave, Kansas City, MO 25193",38.9738,-94.684
CUST-00119,Summit Supply Partners,enterprise,Midwest,2025-12-29,"6324 Industrial St, Kansas City, MO 95851",38.9305,-94.7035
CUST-00120,Ironwood Outfitters Group,enterprise,West,2023-02-03,"1449 Harbor Pkwy, Phoenix, AZ 21631",33.5939,-111.9402
CUST-00121,Copper Creek Supply Partners,mid-market,West,2025-10-28,"2818 Cedar St, Portland, OR 36293",45.5964,-122.6692
CUST-00122,Harborview Works LLC,enterprise,Midwest,2025-05-10,"6814 Summit Pkwy, Columbus, OH 20177",39.8409,-83.0061
CUST-00123,Highland Provisions,smb,West,2025-02-18,"7900 Meridian Way, Los Angeles, CA 56746",34.1232,-118.1368
CUST-00124,Harborview Industrial Group,enterprise,West,2023-12-21,"3430 Cedar Ave, Phoenix, AZ 64343",33.6212,-112.1401
CUST-00125,Copper Creek Contractors Partners,reseller,South,2025-11-09,"4542 Commerce St, Houston, TX 32402",29.7136,-95.5329
CUST-00126,Ironwood Logistics LLC,reseller,South,2024-06-06,"6764 Summit Ave, Atlanta, GA 49749",33.6773,-84.5152
CUST-00127,Harborview Logistics LLC,smb,West,2023-12-24,"2355 Foundry Blvd, Seattle, WA 64085",47.5972,-122.4163
CUST-00128,Granite Contractors Co.,reseller,West,2024-01-31,"1729 Harbor Pkwy, Portland, OR 99743",45.4731,-122.6814
CUST-00129,Highland Supply Partners,reseller,West,2023-07-26,"8519 Lakeshore Ave, Portland, OR 64773",45.6437,-122.5233
CUST-00130,Copper Creek Hardware,enterprise,South,2022-11-18,"9728 Summit Pkwy, Charlotte, NC 53228",35.1333,-80.7951
CUST-00131,Timberline Industrial Inc.,reseller,South,2026-03-06,"3841 Lakeshore Pkwy, Charlotte, NC 74864",35.0819,-80.7146
CUST-00132,Summit Works Group,enterprise,Northeast,2024-02-17,"2471 Harbor Pkwy, Philadelphia, PA 44186",39.7963,-75.064
CUST-00133,Copper Creek Logistics Co.,enterprise,Midwest,2024-03-16,"8789 Foundry Ave, Minneapolis, MN 66247",45.0316,-93.0942
CUST-00134,Granite Hardware Partners,smb,West,2022-12-03,"6589 Meridian Rd, Los Angeles, CA 73349",33.9756,-118.3069
CUST-00135,Granite Works Group,smb,Midwest,2024-12-25,"5983 Cascade St, Columbus, OH 62322",39.8925,-82.9224
CUST-00136,Anchor Trading,reseller,Northeast,2023-10-23,"9582 Cascade St, New York, NY 17837",40.8915,-74.047
CUST-00137,Meridian Outfitters LLC,mid-market,West,2025-01-08,"6088 Warehouse St, Seattle, WA 10957",47.5675,-122.2335
CUST-00138,Coastal Logistics Group,mid-market,Midwest,2024-07-18,"1648 Industrial Ave, Chicago, IL 61332",41.86,-87.5001
CUST-00139,Coastal Provisions,smb,Northeast,2025-04-22,"3299 Cedar Pkwy, New York, NY 93525",40.6194,-73.9552
CUST-00140,Cascade Trading LLC,smb,South,2025-12-06,"731 Summit Pkwy, Atlanta, GA 95236",33.9211,-84.2856
CUST-00141,Meridian Trading Group,enterprise,Northeast,2026-05-10,"7945 Summit Way, Boston, MA 90830",42.4005,-71.0958
CUST-00142,Highland Industrial Holdings,mid-market,Midwest,2023-09-13,"6237 Cedar Rd, Minneapolis, MN 18688",44.9789,-93.4261
CUST-00143,Highland Hardware LLC,smb,Midwest,2022-11-14,"2152 Cedar Pkwy, Chicago, IL 22031",41.7142,-87.7306
CUST-00144,Cascade Outfitters,reseller,South,2024-04-18,"2195 Foundry St, Charlotte, NC 14250",35.293,-80.8895
CUST-00145,Coastal Distributors Co.,mid-market,South,2023-05-31,"9969 Foundry Way, Houston, TX 40218",29.8301,-95.2587
CUST-00146,Highland Provisions Group,smb,Midwest,2024-06-25,"6629 Industrial Pkwy, Minneapolis, MN 18025",44.8847,-93.1155
CUST-00147,Copper Creek Outfitters Group,smb,South,2025-12-05,"4519 Ironwood St, Dallas, TX 59153",32.684,-96.9464
CUST-00148,Coastal Industrial Group,enterprise,Northeast,2024-05-27,"8429 Commerce St, New York, NY 77444",40.8832,-74.0199
CUST-00149,Coastal Distributors,mid-market,Northeast,2023-02-05,"5932 Harbor St, Boston, MA 27295",42.4902,-71.1481
CUST-00150,Blue Ridge Industrial LLC,smb,Northeast,2023-07-01,"7618 Industrial Blvd, New York, NY 11929",40.6075,-73.906
CUST-00151,Northwind Contractors,reseller,Northeast,2024-12-14,"7382 Foundry Way, New York, NY 71588",40.6829,-74.0934
CUST-00152,Coastal Supply Partners,smb,West,2024-02-14,"6419 Commerce Pkwy, Los Angeles, CA 51923",33.9554,-118.2495
CUST-00153,Coastal Industrial Partners,reseller,West,2023-10-26,"9398 Cascade Way, Los Angeles, CA 87881",34.0733,-118.0847
CUST-00154,Summit Provisions Partners,smb,West,2025-04-07,"8329 Cedar Rd, San Francisco, CA 37518",37.6698,-122.5445
CUST-00155,Redwood Logistics LLC,reseller,Northeast,2025-06-19,"9304 Riverside St, Boston, MA 57848",42.2002,-71.0416
CUST-00156,Meridian Supply LLC,enterprise,West,2022-12-19,"7445 Summit St, Seattle, WA 21748",47.7828,-122.3136
CUST-00157,Granite Supply LLC,mid-market,West,2023-03-27,"4957 Warehouse Rd, Los Angeles, CA 60926",34.0205,-118.3593
CUST-00158,Meridian Industrial Group,enterprise,West,2023-12-26,"5947 Meridian St, Seattle, WA 12281",47.769,-122.3684
CUST-00159,Ironwood Supply Co.,reseller,Midwest,2024-04-29,"6928 Foundry Pkwy, Kansas City, MO 32643",39.0202,-94.6883
CUST-00160,Northwind Hardware,enterprise,West,2023-10-13,"2782 Foundry St, Denver, CO 27719",39.7916,-105.0287
CUST-00161,Redwood Provisions,enterprise,South,2024-10-15,"2095 Ironwood St, Charlotte, NC 86330",35.2696,-80.8315
CUST-00162,Anchor Supply Co.,mid-market,Midwest,2023-09-21,"5331 Meridian Blvd, Chicago, IL 50840",41.9024,-87.6646
CUST-00163,Ironwood Logistics,smb,Midwest,2025-07-07,"3663 Riverside Pkwy, Minneapolis, MN 28666",44.8663,-93.2741
CUST-00164,Summit Works LLC,mid-market,Midwest,2025-01-05,"1839 Lakeshore Pkwy, Minneapolis, MN 17398",45.0761,-93.1289
CUST-00165,Harborview Works Co.,smb,Northeast,2022-12-31,"2122 Industrial Rd, Philadelphia, PA 46038",39.8528,-75.1904
CUST-00166,Coastal Provisions Co.,smb,West,2023-02-06,"8071 Cedar Blvd, Los Angeles, CA 88451",33.9484,-118.2751
CUST-00167,Highland Trading Partners,smb,West,2025-05-22,"1574 Meridian St, Seattle, WA 46900",47.7518,-122.4937
CUST-00168,Cascade Provisions Partners,mid-market,Northeast,2025-11-11,"3290 Foundry Rd, Boston, MA 90785",42.2934,-70.9609
CUST-00169,Harborview Distributors,reseller,South,2023-03-26,"580 Lakeshore Pkwy, Miami, FL 17696",25.7226,-80.0797
CUST-00170,Coastal Works LLC,mid-market,Midwest,2025-04-03,"445 Cedar Blvd, Kansas City, MO 38922",39.0671,-94.6117
CUST-00171,Harborview Contractors Partners,smb,West,2026-01-19,"7586 Commerce Way, Denver, CO 64066",39.8125,-105.0035
CUST-00172,Copper Creek Outfitters Co.,smb,South,2026-04-22,"5009 Warehouse Blvd, Charlotte, NC 28554",35.3566,-80.7931
CUST-00173,Coastal Outfitters Co.,reseller,West,2022-09-17,"5956 Commerce St, San Francisco, CA 55383",37.5982,-122.5768
CUST-00174,Ironwood Trading LLC,mid-market,West,2023-07-06,"5860 Foundry Pkwy, Phoenix, AZ 73430",33.4862,-112.0732
CUST-00175,Granite Supply Co.,reseller,West,2026-04-02,"2880 Riverside Way, Los Angeles, CA 47649",34.1663,-118.4064
CUST-00176,Cascade Works,enterprise,West,2023-02-21,"7968 Meridian St, Denver, CO 91470",39.8285,-104.8657
CUST-00177,Anchor Supply Inc.,enterprise,South,2023-10-28,"746 Warehouse Blvd, Charlotte, NC 67264",35.3529,-80.6686
CUST-00178,Copper Creek Works LLC,enterprise,Northeast,2024-10-27,"9396 Cedar Way, Boston, MA 63771",42.2807,-70.8809
CUST-00179,Silverline Distributors LLC,smb,West,2025-04-03,"8188 Summit Pkwy, Phoenix, AZ 93431",33.6247,-111.8978
CUST-00180,Highland Industrial LLC,enterprise,South,2024-08-17,"4548 Summit Ave, Miami, FL 96583",25.7759,-80.2668
CUST-00181,Coastal Supply Inc.,enterprise,West,2022-09-11,"2804 Ironwood Pkwy, Los Angeles, CA 23711",33.9149,-118.1954
CUST-00182,Coastal Logistics Co.,enterprise,Midwest,2025-04-18,"3927 Commerce Way, Chicago, IL 57481",42.0082,-87.786
CUST-00183,Anchor Supply Co.,smb,South,2024-11-06,"4118 Lakeshore Pkwy, Charlotte, NC 66344",35.1129,-80.9532
CUST-00184,Blue Ridge Logistics Co.,smb,West,2025-07-09,"2456 Summit Blvd, Los Angeles, CA 52418",34.0701,-118.3089
CUST-00185,Granite Logistics Partners,smb,West,2026-05-12,"8226 Cedar St, San Francisco, CA 63237",37.7815,-122.3336
CUST-00186,Cascade Industrial Inc.,reseller,South,2023-04-30,"8598 Ironwood Ave, Charlotte, NC 48396",35.1291,-80.8381
CUST-00187,Summit Provisions LLC,reseller,West,2025-02-04,"8812 Industrial St, San Francisco, CA 19030",37.8756,-122.3735
CUST-00188,Redwood Supply Partners,enterprise,Northeast,2026-02-20,"3160 Warehouse Way, Philadelphia, PA 17566",39.7917,-75.1016
CUST-00189,Redwood Hardware Partners,smb,South,2024-10-28,"3325 Cascade Blvd, Atlanta, GA 97041",33.8401,-84.5403
CUST-00190,Blue Ridge Provisions Inc.,mid-market,South,2023-06-17,"3304 Riverside Rd, Houston, TX 80021",29.7441,-95.5386
CUST-00191,Silverline Supply Co.,mid-market,Midwest,2023-04-03,"5377 Cedar Blvd, Minneapolis, MN 55490",45.145,-93.1025
CUST-00192,Redwood Outfitters Group,smb,Midwest,2025-01-27,"8998 Ironwood Pkwy, Columbus, OH 24435",40.0257,-82.884
CUST-00193,Redwood Logistics Inc.,smb,West,2024-10-28,"4163 Meridian Rd, Los Angeles, CA 53073",34.004,-118.2249
CUST-00194,Silverline Contractors,mid-market,Midwest,2026-01-06,"3170 Lakeshore Pkwy, Columbus, OH 79700",39.9351,-83.1025
CUST-00195,Cascade Distributors Holdings,mid-market,West,2024-04-01,"1358 Riverside Blvd, Denver, CO 30169",39.6264,-104.8831
CUST-00196,Coastal Outfitters Inc.,mid-market,Midwest,2025-11-06,"2082 Lakeshore Rd, Minneapolis, MN 46801",45.1406,-93.177
CUST-00197,Northwind Outfitters Group,smb,West,2025-07-28,"6051 Cascade Way, Seattle, WA 22278",47.6709,-122.272
CUST-00198,Granite Distributors,reseller,South,2024-09-23,"7443 Commerce St, Charlotte, NC 47307",35.052,-80.7305
CUST-00199,Anchor Logistics Partners,smb,Northeast,2026-04-09,"6213 Ironwood Blvd, Philadelphia, PA 40009",39.9157,-75.0834
CUST-00200,Blue Ridge Trading LLC,smb,West,2026-05-06,"1661 Foundry Way, Phoenix, AZ 10120",33.3735,-112.1126
CUST-00201,Cascade Logistics,smb,West,2023-07-22,"8640 Lakeshore Rd, Los Angeles, CA 24964",34.1476,-118.3083
CUST-00202,Cascade Provisions Partners,enterprise,West,2023-05-20,"5369 Commerce St, Portland, OR 39292",45.5844,-122.5987
CUST-00203,Silverline Supply LLC,mid-market,West,2024-11-24,"9441 Harbor St, Portland, OR 93736",45.5645,-122.5248
CUST-00204,Northwind Contractors,reseller,Midwest,2025-11-11,"2821 Meridian St, Kansas City, MO 68101",39.2367,-94.5557
CUST-00205,Coastal Hardware LLC,enterprise,West,2025-03-12,"3791 Lakeshore Blvd, Los Angeles, CA 46842",34.1703,-118.3826
CUST-00206,Harborview Supply,enterprise,West,2025-01-21,"5217 Industrial St, San Francisco, CA 44168",37.6835,-122.4818
CUST-00207,Coastal Distributors Partners,smb,West,2025-09-02,"3408 Cedar Ave, Seattle, WA 14233",47.5713,-122.4265
